idade,peso,altura,imc,sexo_m,sexo_f,lesoes_count,comorbidades_count,n_days,total_exs,lower_count,lower_ratio,has_biset,has_triset,has_drop,quality_label
35,68.4,1.75,22.3,0,1,1,1,1,5,2,0.4,0,0,0,1
37,100.2,1.67,35.9,1,0,0,1,3,17,4,0.235,0,0,0,1
43,98.0,1.69,34.3,1,0,0,0,3,25,5,0.2,0,0,0,0
51,94.7,1.75,30.9,1,0,1,0,1,5,2,0.4,0,0,0,1
26,95.7,1.93,25.7,1,0,0,0,5,45,14,0.311,0,0,0,0
23,66.3,1.59,26.2,0,1,2,1,1,5,2,0.4,0,0,0,1
35,68.1,1.81,20.8,1,0,0,0,1,5,2,0.4,0,0,0,1
34,69.3,1.92,18.8,1,0,1,0,1,6,2,0.333,0,0,0,1
58,61.8,1.82,18.7,1,0,1,0,1,6,2,0.333,0,0,0,1
23,88.0,1.62,33.5,0,1,0,0,1,6,2,0.333,0,0,0,0
18,83.1,1.93,22.3,1,0,0,0,3,25,6,0.24,0,0,0,0
41,71.2,1.74,23.5,0,1,0,0,3,22,6,0.273,0,0,0,0
54,70.4,1.59,27.8,0,1,0,0,1,5,2,0.4,0,0,0,1
31,84.2,1.77,26.9,0,1,0,1,3,12,3,0.25,0,0,0,0
27,65.5,1.61,25.3,0,1,1,0,1,5,2,0.4,0,0,0,1
20,85.1,1.56,35.0,0,1,0,0,3,26,6,0.231,0,0,0,0
51,80.9,1.67,29.0,1,0,1,0,1,5,2,0.4,0,0,0,1
31,94.9,1.89,26.6,1,0,1,0,3,22,5,0.227,0,0,0,1
49,54.2,1.55,22.6,0,1,0,0,1,5,2,0.4,0,0,0,1
50,95.6,1.66,34.7,1,0,0,0,1,5,2,0.4,0,0,0,1
38,62.7,1.63,23.6,0,1,0,1,1,5,2,0.4,0,0,0,1
42,64.3,1.6,25.1,0,1,1,0,5,46,13,0.283,0,0,0,0
60,77.0,1.89,21.6,1,0,1,0,5,46,16,0.348,0,0,0,0
27,70.8,1.89,19.8,1,0,1,0,1,6,2,0.333,0,0,0,1
48,50.6,1.77,16.2,0,1,2,1,1,4,2,0.5,0,0,0,0
51,69.6,1.78,22.0,0,1,0,0,1,5,2,0.4,0,0,0,1
23,79.2,1.84,23.4,1,0,0,0,1,5,2,0.4,0,0,0,1
37,103.4,1.67,37.1,1,0,1,0,1,5,2,0.4,0,0,0,1
19,104.0,1.75,34.0,1,0,0,0,3,22,6,0.273,0,0,0,1
38,83.4,1.85,24.4,1,0,2,1,5,31,11,0.355,0,0,0,1
57,77.9,1.58,31.2,0,1,1,0,1,6,2,0.333,0,0,0,0
23,87.1,1.79,27.2,0,1,0,0,1,5,2,0.4,0,0,0,1
57,54.4,1.69,19.0,0,1,0,0,3,22,5,0.227,0,0,0,0
23,100.9,1.82,30.5,1,0,1,0,1,5,2,0.4,0,0,0,1
46,74.3,1.91,20.4,1,0,1,1,1,4,1,0.25,0,0,0,0
58,93.9,1.77,30.0,1,0,0,0,3,22,4,0.182,0,0,0,1
59,76.5,1.93,20.5,1,0,1,0,3,21,4,0.19,0,0,0,1
55,64.4,1.89,18.0,1,0,0,0,3,26,6,0.231,0,0,0,0
48,89.0,1.63,33.5,0,1,0,0,1,6,2,0.333,0,0,0,0
55,79.8,1.9,22.1,1,0,1,1,3,19,5,0.263,0,0,0,1
21,50.6,1.58,20.3,0,1,0,0,3,20,5,0.25,0,0,0,0
28,74.1,1.81,22.6,1,0,2,0,3,22,5,0.227,0,0,0,1
44,94.5,1.76,30.5,1,0,0,0,3,24,5,0.208,0,0,0,1
20,80.8,1.75,26.4,0,1,0,1,1,4,2,0.5,0,0,0,0
34,108.9,1.77,34.8,1,0,2,0,5,45,17,0.378,0,0,0,0
31,96.2,1.73,32.1,1,0,1,0,1,5,2,0.4,0,0,0,1
51,81.7,1.65,30.0,1,0,0,0,1,5,2,0.4,0,0,0,1
43,79.7,1.81,24.3,1,0,0,0,5,45,16,0.356,0,0,0,0
39,60.2,1.65,22.1,0,1,2,0,1,5,2,0.4,0,0,0,1
44,54.8,1.61,21.1,0,1,1,0,1,6,2,0.333,0,0,0,0
56,63.6,1.75,20.8,0,1,0,0,1,6,2,0.333,0,0,0,0
34,50.3,1.79,15.7,0,1,0,0,5,41,14,0.341,0,0,0,0
40,58.4,1.73,19.5,0,1,0,0,1,5,2,0.4,0,0,0,1
24,84.8,1.65,31.1,1,0,0,0,3,24,5,0.208,0,0,0,1
24,86.9,1.84,25.7,1,0,0,0,3,23,6,0.261,0,0,0,1
40,99.2,1.89,27.8,1,0,0,0,3,23,6,0.261,0,0,0,1
38,82.2,1.58,32.9,0,1,0,0,1,5,2,0.4,0,0,0,1
55,73.2,1.58,29.3,0,1,0,0,3,20,4,0.2,0,0,0,0
54,87.0,1.67,31.2,0,1,0,1,5,42,16,0.381,0,0,0,0
53,88.7,1.61,34.2,0,1,2,0,3,20,4,0.2,0,0,0,0
38,65.3,1.78,20.6,0,1,0,0,3,23,6,0.261,0,0,0,0
55,74.0,1.93,19.9,1,0,0,0,1,5,2,0.4,0,0,0,1
49,69.9,1.73,23.4,1,0,2,0,1,5,2,0.4,0,0,0,1
58,77.9,1.83,23.3,1,0,0,0,1,6,2,0.333,0,0,0,1
48,52.9,1.65,19.4,0,1,0,0,3,23,5,0.217,0,0,0,0
42,108.6,1.78,34.3,1,0,0,0,1,5,2,0.4,0,0,0,1
21,63.8,1.72,21.6,1,0,0,1,1,4,1,0.25,0,0,0,0
37,67.4,1.78,21.3,0,1,1,0,3,20,4,0.2,0,0,0,0
55,87.3,1.92,23.7,1,0,0,1,1,4,2,0.5,0,0,0,0
25,70.5,1.62,26.9,0,1,0,0,1,6,2,0.333,0,0,0,0
41,107.1,1.69,37.5,1,0,0,0,3,21,4,0.19,0,0,0,1
22,56.9,1.79,17.8,0,1,2,0,1,5,2,0.4,0,0,0,1
59,87.5,1.64,32.5,0,1,0,1,3,18,5,0.278,0,0,0,0
45,60.1,1.66,21.8,0,1,0,0,3,24,6,0.25,0,0,0,0
51,61.5,1.88,17.4,1,0,1,1,3,15,4,0.267,0,0,0,1
38,63.4,1.69,22.2,1,0,0,0,3,22,6,0.273,0,0,0,1
31,74.4,1.67,26.7,1,0,1,0,1,5,2,0.4,0,0,0,1
48,109.6,1.9,30.4,1,0,1,2,1,3,1,0.333,0,0,0,0
19,108.7,1.67,39.0,1,0,1,0,5,46,16,0.348,0,0,0,0
54,65.7,1.74,21.7,1,0,1,0,1,5,2,0.4,0,0,0,1
60,72.1,1.56,29.6,0,1,0,0,5,44,16,0.364,0,0,0,0
42,55.2,1.71,18.9,0,1,0,0,3,23,6,0.261,0,0,0,0
47,79.8,1.73,26.7,0,1,0,1,5,42,12,0.286,0,0,0,0
30,83.0,1.59,32.8,0,1,0,0,1,6,2,0.333,0,0,0,0
27,81.9,1.92,22.2,1,0,0,0,3,24,6,0.25,0,0,0,1
32,74.2,1.58,29.7,0,1,0,1,3,18,4,0.222,0,0,0,0
39,86.1,1.78,27.2,0,1,0,0,3,22,5,0.227,0,0,0,0
53,66.2,1.66,24.0,0,1,1,0,3,22,5,0.227,0,0,0,0
22,57.8,1.63,21.8,0,1,0,1,1,5,2,0.4,0,0,0,1
41,74.3,1.79,23.2,1,0,0,0,3,22,6,0.273,0,0,0,1
60,87.2,1.79,27.2,1,0,0,1,1,5,2,0.4,0,0,0,1
42,85.2,1.8,26.3,1,0,0,0,3,22,6,0.273,0,0,0,1
45,54.5,1.79,17.0,0,1,1,0,5,46,14,0.304,0,0,0,0
40,61.8,1.66,22.4,1,0,0,0,5,46,17,0.37,0,0,0,0
23,75.3,1.94,20.0,1,0,1,1,5,37,13,0.351,0,0,0,1
37,59.9,1.69,21.0,0,1,0,0,3,24,5,0.208,0,0,0,0
18,59.1,1.63,22.2,0,1,0,0,5,47,16,0.34,0,0,0,0
27,60.3,1.91,16.5,1,0,0,0,1,5,2,0.4,0,0,0,1
60,77.5,1.67,27.8,0,1,0,0,5,46,15,0.326,0,0,0,0
55,60.9,1.74,20.1,1,0,0,0,3,20,5,0.25,0,0,0,1
48,55.8,1.55,23.2,0,1,1,1,1,4,2,0.5,0,0,0,0
24,108.7,1.85,31.8,1,0,0,1,3,18,4,0.222,0,0,0,1
23,52.9,1.61,20.4,0,1,1,0,3,23,6,0.261,0,0,0,0
50,66.3,1.78,20.9,0,1,0,0,5,44,17,0.386,0,0,0,0
21,92.9,1.65,34.1,1,0,0,1,1,4,2,0.5,0,0,0,0
30,61.9,1.58,24.8,0,1,0,1,3,16,4,0.25,0,0,0,0
35,72.8,1.87,20.8,1,0,0,0,5,45,14,0.311,0,0,0,0
22,90.0,1.59,35.6,0,1,2,0,5,48,17,0.354,0,0,0,0
53,82.5,1.65,30.3,0,1,0,0,3,23,4,0.174,0,0,0,0
26,65.4,1.78,20.6,1,0,0,0,1,5,2,0.4,0,0,0,1
29,71.2,1.76,23.0,0,1,0,0,1,5,2,0.4,0,0,0,1
59,93.7,1.69,32.8,1,0,0,0,5,48,17,0.354,0,0,0,0
26,78.6,1.72,26.6,1,0,0,0,1,6,2,0.333,0,0,0,1
59,85.6,1.6,33.4,0,1,1,1,1,4,2,0.5,0,0,0,0
34,72.9,1.72,24.6,0,1,0,0,1,5,2,0.4,0,0,0,1
33,88.2,1.86,25.5,1,0,1,0,5,43,15,0.349,0,0,0,0
42,71.4,1.82,21.6,1,0,0,1,5,32,11,0.344,0,0,0,1
37,100.7,1.8,31.1,1,0,0,0,5,48,16,0.333,0,0,0,0
31,88.7,1.59,35.1,0,1,0,0,5,44,14,0.318,0,0,0,0
55,64.9,1.62,24.7,0,1,1,1,3,17,4,0.235,0,0,0,0
22,77.8,1.71,26.6,1,0,1,0,1,5,2,0.4,0,0,0,1
40,79.7,1.9,22.1,1,0,0,1,5,35,14,0.4,0,0,0,1
42,54.5,1.7,18.9,0,1,0,1,1,4,2,0.5,0,0,0,0
49,85.8,1.64,31.9,0,1,0,0,1,5,2,0.4,0,0,0,1
33,88.7,1.87,25.4,1,0,1,0,1,5,2,0.4,0,0,0,1
43,69.8,1.62,26.6,0,1,0,0,3,21,4,0.19,0,0,0,0
49,107.8,1.72,36.4,1,0,1,0,5,48,17,0.354,0,0,0,0
54,72.9,1.76,23.5,1,0,0,0,1,6,2,0.333,0,0,0,1
24,81.8,1.72,27.7,0,1,1,0,5,46,16,0.348,0,0,0,0
50,55.2,1.8,17.0,0,1,0,0,3,19,4,0.211,0,0,0,0
18,88.5,1.88,25.0,1,0,0,1,3,18,4,0.222,0,0,0,1
38,78.8,1.78,24.9,0,1,2,0,1,6,2,0.333,0,0,0,0
27,87.4,1.6,34.1,0,1,0,0,1,6,2,0.333,0,0,0,0
21,77.8,1.73,26.0,0,1,0,0,3,24,6,0.25,0,0,0,0
56,88.7,1.94,23.6,1,0,0,0,3,23,4,0.174,0,0,0,1
40,54.3,1.78,17.1,0,1,0,0,5,43,17,0.395,0,0,0,0
23,61.9,1.68,21.9,1,0,1,0,1,5,2,0.4,0,0,0,1
27,69.6,1.78,22.0,1,0,1,0,1,5,2,0.4,0,0,0,1
27,87.1,1.73,29.1,0,1,0,0,3,23,6,0.261,0,0,0,0
58,87.1,1.71,29.8,1,0,0,0,5,41,16,0.39,0,0,0,0
24,97.4,1.93,26.1,1,0,0,0,3,24,6,0.25,0,0,0,1
47,104.8,1.68,37.1,1,0,0,0,5,42,14,0.333,0,0,0,0
22,73.2,1.64,27.2,0,1,1,1,3,16,4,0.25,0,0,0,0
22,60.2,1.93,16.2,1,0,1,0,3,21,6,0.286,0,0,0,1
47,68.8,1.92,18.7,1,0,1,0,3,22,4,0.182,0,0,0,1
58,73.6,1.64,27.4,0,1,2,0,3,23,6,0.261,0,0,0,0
35,78.6,1.92,21.3,1,0,1,0,5,43,16,0.372,0,0,0,0
58,53.1,1.68,18.8,0,1,2,1,5,39,15,0.385,0,0,0,1
19,79.4,1.72,26.8,0,1,0,0,1,5,2,0.4,0,0,0,1
30,100.7,1.89,28.2,1,0,0,0,3,24,6,0.25,0,0,0,1
50,76.3,1.71,26.1,0,1,1,0,5,43,15,0.349,0,0,0,0
43,109.7,1.78,34.6,1,0,1,0,1,6,2,0.333,0,0,0,1
56,84.9,1.78,26.8,0,1,0,0,3,22,5,0.227,0,0,0,0
50,53.0,1.61,20.4,0,1,0,0,1,5,2,0.4,0,0,0,1
21,64.3,1.66,23.3,1,0,1,0,5,45,17,0.378,0,0,0,0
53,92.0,1.69,32.2,1,0,0,1,1,5,2,0.4,0,0,0,1
36,83.5,1.74,27.6,0,1,0,0,1,6,2,0.333,0,0,0,0
41,96.4,1.71,33.0,1,0,0,0,1,6,2,0.333,0,0,0,1
29,60.9,1.86,17.6,1,0,1,0,1,5,2,0.4,0,0,0,1
25,60.7,1.77,19.4,1,0,2,0,3,23,4,0.174,0,0,0,1
50,72.9,1.56,30.0,0,1,0,0,1,5,2,0.4,0,0,0,1
47,85.3,1.88,24.1,1,0,0,0,1,5,2,0.4,0,0,0,1
25,62.2,1.66,22.6,0,1,1,1,1,5,2,0.4,0,0,0,1
53,84.9,1.77,27.1,0,1,1,0,1,5,2,0.4,0,0,0,1
26,65.3,1.66,23.7,0,1,0,0,3,21,6,0.286,0,0,0,0
20,82.7,1.89,23.2,1,0,1,0,3,21,5,0.238,0,0,0,1
21,97.3,1.73,32.5,1,0,1,0,3,22,5,0.227,0,0,0,1
40,85.7,1.65,31.5,0,1,0,0,3,23,6,0.261,0,0,0,0
21,76.4,1.75,24.9,1,0,0,0,3,18,4,0.222,0,0,0,1
57,67.6,1.74,22.3,0,1,2,1,3,17,4,0.235,0,0,0,0
44,69.7,1.7,24.1,1,0,0,1,1,5,2,0.4,0,0,0,1
55,102.5,1.78,32.4,1,0,0,0,3,23,6,0.261,0,0,0,1
31,88.3,1.71,30.2,1,0,2,0,5,41,13,0.317,0,0,0,0
30,72.3,1.66,26.2,0,1,2,0,5,43,14,0.326,0,0,0,0
22,73.6,1.57,29.9,0,1,1,0,3,23,6,0.261,0,0,0,0
42,90.2,1.91,24.7,1,0,0,0,1,6,2,0.333,0,0,0,1
41,75.2,1.66,27.3,1,0,0,2,5,30,13,0.433,0,0,0,1
57,53.3,1.76,17.2,0,1,1,0,1,5,2,0.4,0,0,0,1
21,55.2,1.69,19.3,0,1,0,0,3,22,5,0.227,0,0,0,0
40,86.7,1.6,33.9,0,1,1,1,1,5,2,0.4,0,0,0,1
36,82.1,1.82,24.8,1,0,1,0,5,47,17,0.362,0,0,0,0
53,91.0,1.7,31.5,1,0,1,0,1,5,2,0.4,0,0,0,1
45,63.6,1.73,21.3,0,1,0,0,5,47,17,0.362,0,0,0,0
41,60.2,1.82,18.2,1,0,2,0,1,5,2,0.4,0,0,0,1
39,65.2,1.78,20.6,0,1,1,1,1,5,2,0.4,0,0,0,1
28,98.9,1.73,33.0,1,0,1,1,3,19,4,0.211,0,0,0,1
50,55.2,1.7,19.1,0,1,1,0,5,46,16,0.348,0,0,0,0
34,51.4,1.8,15.9,0,1,1,0,5,46,15,0.326,0,0,0,0
59,79.7,1.79,24.9,0,1,0,0,1,6,2,0.333,0,0,0,0
50,73.4,1.63,27.6,0,1,2,0,3,22,4,0.182,0,0,0,0
38,58.5,1.74,19.3,0,1,0,0,1,6,2,0.333,0,0,0,0
21,71.8,1.63,27.0,0,1,1,0,1,5,2,0.4,0,0,0,1
50,99.7,1.73,33.3,1,0,0,0,5,47,17,0.362,0,0,0,0
30,55.7,1.76,18.0,0,1,0,0,3,23,4,0.174,0,0,0,0
55,67.3,1.7,23.3,1,0,1,0,1,5,2,0.4,0,0,0,1
50,61.0,1.58,24.4,0,1,1,0,3,21,4,0.19,0,0,0,0
35,92.9,1.68,32.9,1,0,0,1,3,15,4,0.267,0,0,0,1
39,71.5,1.91,19.6,1,0,0,0,1,5,2,0.4,0,0,0,1
30,107.0,1.91,29.3,1,0,2,0,5,46,15,0.326,0,0,0,0
19,72.0,1.67,25.8,0,1,0,0,1,5,2,0.4,0,0,0,1
45,80.5,1.8,24.8,1,0,1,0,3,25,6,0.24,0,0,0,0
48,82.0,1.67,29.4,1,0,0,0,1,5,2,0.4,0,0,0,1
39,85.4,1.66,31.0,0,1,0,0,3,19,5,0.263,0,0,0,0
27,108.7,1.81,33.2,1,0,1,0,3,27,6,0.222,0,0,0,0
42,70.9,1.68,25.1,1,0,2,0,5,46,16,0.348,0,0,0,0
57,106.8,1.65,39.2,1,0,0,0,3,22,6,0.273,0,0,0,1
39,56.3,1.79,17.6,0,1,0,0,1,5,2,0.4,0,0,0,1
50,67.0,1.78,21.1,0,1,0,0,3,21,4,0.19,0,0,0,0
24,81.1,1.62,30.9,0,1,2,0,3,22,5,0.227,0,0,0,0
44,70.8,1.61,27.3,0,1,1,0,3,19,4,0.211,0,0,0,0
19,73.9,1.58,29.6,0,1,1,0,3,21,5,0.238,0,0,0,0
29,83.5,1.72,28.2,0,1,0,0,3,25,6,0.24,0,0,0,0
33,69.7,1.68,24.7,1,0,0,0,1,6,2,0.333,0,0,0,1
22,60.9,1.57,24.7,0,1,1,0,3,21,4,0.19,0,0,0,0
41,51.1,1.74,16.9,0,1,2,0,3,24,6,0.25,0,0,0,0
55,68.9,1.69,24.1,0,1,0,0,1,5,2,0.4,0,0,0,1
52,61.4,1.69,21.5,1,0,0,0,1,5,2,0.4,0,0,0,1
32,108.8,1.74,35.9,1,0,1,0,1,6,2,0.333,0,0,0,1
57,82.7,1.66,30.0,1,0,0,1,1,5,2,0.4,0,0,0,1
37,74.3,1.84,21.9,1,0,0,0,3,22,6,0.273,0,0,0,1
36,61.4,1.85,17.9,1,0,0,0,3,22,6,0.273,0,0,0,1
48,85.7,1.78,27.0,0,1,2,0,1,5,2,0.4,0,0,0,1
23,106.3,1.76,34.3,1,0,1,0,1,5,2,0.4,0,0,0,1
53,55.6,1.69,19.5,0,1,2,0,1,5,2,0.4,0,0,0,1
28,71.5,1.66,25.9,1,0,0,0,1,5,2,0.4,0,0,0,1
20,75.8,1.7,26.2,0,1,0,1,3,17,4,0.235,0,0,0,0
44,62.0,1.61,23.9,0,1,0,2,1,3,2,0.667,0,0,0,0
56,75.5,1.75,24.7,1,0,0,0,3,22,6,0.273,0,0,0,1
55,68.2,1.58,27.3,0,1,0,0,3,26,6,0.231,0,0,0,0
31,57.8,1.69,20.2,0,1,0,0,1,6,2,0.333,0,0,0,0
40,109.6,1.79,34.2,1,0,0,0,3,23,6,0.261,0,0,0,1
42,70.8,1.59,28.0,0,1,0,0,5,44,16,0.364,0,0,0,0
48,69.2,1.72,23.4,0,1,0,0,3,25,5,0.2,0,0,0,0
32,82.4,1.73,27.5,0,1,0,0,5,46,17,0.37,0,0,0,0
32,72.5,1.65,26.6,0,1,0,0,1,5,2,0.4,0,0,0,1
52,108.0,1.89,30.2,1,0,2,0,1,6,2,0.333,0,0,0,1
49,86.8,1.72,29.3,1,0,0,1,1,4,2,0.5,0,0,0,0
31,81.3,1.6,31.8,0,1,0,0,3,20,4,0.2,0,0,0,0
38,61.9,1.72,20.9,0,1,2,0,1,5,2,0.4,0,0,0,1
46,70.4,1.81,21.5,1,0,1,2,1,3,1,0.333,0,0,0,0
35,62.6,1.76,20.2,1,0,0,0,3,23,6,0.261,0,0,0,1
23,106.1,1.79,33.1,1,0,0,0,3,22,5,0.227,0,0,0,1
44,74.9,1.7,25.9,1,0,1,0,1,6,2,0.333,0,0,0,1
34,59.3,1.73,19.8,0,1,1,0,3,21,4,0.19,0,0,0,0
26,83.4,1.91,22.9,1,0,1,1,1,4,2,0.5,0,0,0,0
18,105.3,1.83,31.4,1,0,1,0,5,42,16,0.381,0,0,0,0
22,54.3,1.71,18.6,0,1,0,0,3,21,5,0.238,0,0,0,0
33,66.4,1.7,23.0,0,1,1,0,3,24,5,0.208,0,0,0,0
47,69.7,1.77,22.2,1,0,0,2,1,3,1,0.333,0,0,0,0
43,82.4,1.63,31.0,0,1,0,0,3,20,6,0.3,0,0,0,0
18,60.6,1.59,24.0,0,1,0,0,1,5,2,0.4,0,0,0,1
21,86.2,1.71,29.5,0,1,0,1,5,27,10,0.37,0,0,0,1
53,103.0,1.84,30.4,1,0,0,0,3,18,4,0.222,0,0,0,1
39,75.6,1.57,30.7,0,1,1,1,1,4,2,0.5,0,0,0,0
44,99.8,1.74,33.0,1,0,0,2,3,13,3,0.231,0,0,0,1
57,84.4,1.74,27.9,1,0,0,1,3,19,5,0.263,0,0,0,1
43,74.9,1.75,24.5,0,1,0,0,1,5,2,0.4,0,0,0,1
23,88.9,1.77,28.4,0,1,2,1,1,5,2,0.4,0,0,0,1
56,63.2,1.69,22.1,0,1,0,0,3,21,4,0.19,0,0,0,0
58,61.2,1.85,17.9,1,0,0,0,1,5,2,0.4,0,0,0,1
53,62.9,1.78,19.9,0,1,0,0,1,6,2,0.333,0,0,0,0
43,89.3,1.71,30.5,1,0,1,0,3,24,4,0.167,0,0,0,1
32,94.3,1.91,25.8,1,0,0,0,1,5,2,0.4,0,0,0,1
25,56.6,1.76,18.3,0,1,0,0,5,45,17,0.378,0,0,0,0
35,63.6,1.76,20.5,1,0,0,0,1,6,2,0.333,0,0,0,1
27,71.6,1.58,28.7,0,1,2,2,5,28,12,0.429,0,0,0,1
28,106.8,1.71,36.5,1,0,1,0,3,25,5,0.2,0,0,0,0
50,89.3,1.74,29.5,0,1,1,0,5,47,17,0.362,0,0,0,0
39,82.7,1.59,32.7,0,1,0,0,3,21,4,0.19,0,0,0,0
24,84.2,1.75,27.5,0,1,1,0,3,25,5,0.2,0,0,0,0
25,51.6,1.6,20.2,0,1,1,1,1,5,2,0.4,0,0,0,1
50,82.4,1.87,23.6,1,0,0,0,1,6,2,0.333,0,0,0,1
51,62.3,1.81,19.0,1,0,2,0,3,24,6,0.25,0,0,0,1
55,72.7,1.94,19.3,1,0,2,0,5,47,16,0.34,0,0,0,0
35,53.7,1.56,22.1,0,1,1,0,1,6,2,0.333,0,0,0,0
21,88.6,1.76,28.6,1,0,0,1,5,33,13,0.394,0,0,0,1
43,69.1,1.62,26.3,0,1,0,0,1,5,2,0.4,0,0,0,1
36,85.3,1.79,26.6,0,1,0,0,1,5,2,0.4,0,0,0,1
30,57.5,1.75,18.8,0,1,1,0,3,20,4,0.2,0,0,0,0
30,80.6,1.95,21.2,1,0,1,0,1,6,2,0.333,0,0,0,1
44,92.2,1.79,28.8,1,0,0,0,1,5,2,0.4,0,0,0,1
26,67.9,1.93,18.2,1,0,0,0,1,6,2,0.333,0,0,0,1
59,100.2,1.9,27.8,1,0,0,0,1,6,2,0.333,0,0,0,1
30,77.0,1.75,25.1,0,1,0,1,1,4,2,0.5,0,0,0,0
58,93.6,1.92,25.4,1,0,0,0,3,24,6,0.25,0,0,0,1
30,83.8,1.76,27.1,1,0,0,0,5,45,17,0.378,0,0,0,0
48,68.0,1.66,24.7,1,0,1,0,1,5,2,0.4,0,0,0,1
28,109.7,1.8,33.9,1,0,0,0,1,5,2,0.4,0,0,0,1
24,93.0,1.89,26.0,1,0,0,0,1,6,2,0.333,0,0,0,1
51,71.8,1.71,24.6,0,1,1,0,3,21,4,0.19,0,0,0,0
59,98.8,1.92,26.8,1,0,0,1,3,17,4,0.235,0,0,0,1
20,88.9,1.65,32.7,1,0,0,0,3,22,4,0.182,0,0,0,1
59,72.8,1.67,26.1,0,1,0,0,5,50,17,0.34,0,0,0,0
44,93.6,1.71,32.0,1,0,0,0,5,46,17,0.37,0,0,0,0
46,103.8,1.79,32.4,1,0,2,0,5,41,14,0.341,0,0,0,0
47,51.3,1.73,17.1,0,1,1,0,3,22,6,0.273,0,0,0,0
43,88.3,1.65,32.4,1,0,0,0,5,46,14,0.304,0,0,0,0
44,67.5,1.74,22.3,1,0,2,0,5,43,16,0.372,0,0,0,0
42,86.8,1.61,33.5,0,1,0,1,3,13,3,0.231,0,0,0,0
29,77.2,1.64,28.7,0,1,0,0,1,5,2,0.4,0,0,0,1
37,78.0,1.56,32.1,0,1,0,0,1,5,2,0.4,0,0,0,1
29,79.2,1.74,26.2,0,1,0,0,5,44,16,0.364,0,0,0,0
53,77.8,1.72,26.3,0,1,1,0,3,22,6,0.273,0,0,0,0
33,92.8,1.75,30.3,1,0,1,1,3,17,4,0.235,0,0,0,1
43,72.8,1.72,24.6,0,1,0,0,1,6,2,0.333,0,0,0,0
28,109.6,1.74,36.2,1,0,1,1,1,4,1,0.25,0,0,0,0
31,90.0,1.73,30.1,1,0,0,0,3,24,6,0.25,0,0,0,1
55,79.7,1.69,27.9,1,0,1,0,1,5,2,0.4,0,0,0,1
51,98.4,1.95,25.9,1,0,1,0,5,49,17,0.347,0,0,0,0
59,69.6,1.6,27.2,0,1,0,0,1,5,2,0.4,0,0,0,1
43,83.8,1.63,31.5,0,1,0,1,1,5,2,0.4,0,0,0,1
31,68.4,1.93,18.4,1,0,1,1,5,32,12,0.375,0,0,0,1
34,83.9,1.68,29.7,0,1,1,0,5,45,14,0.311,0,0,0,0
52,80.3,1.76,25.9,0,1,0,0,3,18,4,0.222,0,0,0,0
32,74.5,1.77,23.8,0,1,1,0,1,6,2,0.333,0,0,0,0
28,76.7,1.76,24.8,1,0,2,0,3,21,5,0.238,0,0,0,1
60,82.8,1.7,28.7,0,1,0,0,3,21,4,0.19,0,0,0,0
58,72.6,1.64,27.0,0,1,0,1,1,4,2,0.5,0,0,0,0
37,77.7,1.7,26.9,1,0,0,0,5,45,15,0.333,0,0,0,0
49,84.9,1.67,30.4,0,1,0,1,3,19,5,0.263,0,0,0,0
45,100.3,1.85,29.3,1,0,1,1,5,36,13,0.361,0,0,0,1
24,103.2,1.84,30.5,1,0,1,0,3,24,6,0.25,0,0,0,1
27,79.8,1.75,26.1,1,0,0,0,3,22,4,0.182,0,0,0,1
20,89.7,1.86,25.9,1,0,1,0,1,6,2,0.333,0,0,0,1
37,61.3,1.9,17.0,1,0,1,0,5,45,17,0.378,0,0,0,0
43,55.0,1.57,22.3,0,1,1,0,1,5,2,0.4,0,0,0,1
40,66.9,1.78,21.1,1,0,1,0,5,46,15,0.326,0,0,0,0
32,66.7,1.64,24.8,0,1,0,1,3,18,4,0.222,0,0,0,0
59,70.3,1.74,23.2,0,1,1,0,3,22,5,0.227,0,0,0,0
40,70.4,1.83,21.0,1,0,0,0,5,43,16,0.372,0,0,0,0
43,94.3,1.82,28.5,1,0,0,0,1,5,2,0.4,0,0,0,1
32,99.5,1.75,32.5,1,0,1,0,3,20,6,0.3,0,0,0,1
31,59.6,1.76,19.2,0,1,1,2,1,3,2,0.667,0,0,0,0
39,50.2,1.8,15.5,0,1,1,0,3,22,5,0.227,0,0,0,0
36,79.0,1.74,26.1,0,1,0,0,5,43,16,0.372,0,0,0,0
38,75.6,1.89,21.2,1,0,1,0,3,22,5,0.227,0,0,0,1
28,81.1,1.77,25.9,1,0,2,0,5,43,15,0.349,0,0,0,0
30,73.9,1.77,23.6,0,1,2,0,3,22,5,0.227,0,0,0,0
22,74.5,1.88,21.1,1,0,0,0,3,22,4,0.182,0,0,0,1
23,102.3,1.72,34.6,1,0,0,0,5,42,16,0.381,0,0,0,0
42,79.4,1.71,27.2,1,0,1,1,1,4,2,0.5,0,0,0,0
46,66.6,1.83,19.9,1,0,0,1,1,5,2,0.4,0,0,0,1
29,69.6,1.76,22.5,0,1,0,1,5,32,11,0.344,0,0,0,0
48,65.3,1.76,21.1,1,0,0,0,3,20,5,0.25,0,0,0,1
46,63.5,1.74,21.0,0,1,1,1,3,16,4,0.25,0,0,0,0
27,56.4,1.77,18.0,0,1,2,0,1,6,2,0.333,0,0,0,0
48,63.0,1.77,20.1,1,0,0,0,1,5,2,0.4,0,0,0,1
46,83.4,1.86,24.1,1,0,0,0,1,5,2,0.4,0,0,0,1
